GPU
['50', 0.06689453125, -0.18457113188271435, 1.0251060852106364, 21.317138671875, 62]
['60', 0.064697265625, 0.018425480772580605, 0.5308904376839629, 6.84033203125, 83]
['70', 0.067138671875, 0.04379089971731881, 0.5667538289914724, 7.152099609375, 81]
['80', 0.06689453125, -0.030942552529944822, 1.3433771882067682, 30.612548828125, 126]
['90', 0.06689453125, 0.9332236655392575, 2.4842875341985047, 19.82763671875, 286]
['100', 0.070556640625, 0.5922893552185144, 2.3467681692882287, 26.244384765625, 192]
['110', 0.0673828125, 1.0303172627798909, 2.824175900307022, 31.5361328125, 178]
['120', 0.072265625, 3.2556541909652825, 5.5838890782654875, 23.859130859375, 242]
['130', 0.115478515625, 5.136432806971236, 7.296613150977066, 29.849609375, 203]
['140', 0.235107421875, 5.749564013665857, 11.578814638931544, 164.88916015625, 94]
['150', 0.070556640625, 6.703974722029075, 11.773389222620027, 40.213134765625, 215]
['50', 0.0654296875, -0.06761764476397036, 1.1349360685277068, 21.64208984375, 108]
['60', 0.06689453125, 0.10417562068812858, 1.7518087269954379, 14.68896484375, 143]
['70', 0.06982421875, 0.1775508730999713, 3.5130339327192095, 79.4482421875, 107]
['80', 0.06884765625, 0.9825788985326276, 3.483649209297043, 32.6337890625, 120]
['90', 0.0693359375, 0.7046935382261774, 4.141692497612984, 38.25390625, 82]
['100', 0.072509765625, 0.9679673085173979, 2.504655771527557, 17.1142578125, 210]
['110', 0.075927734375, -0.5109280082527459, 4.856308213984514, 162.358154296875, 53]
['120', 0.11083984375, 3.6122615487648764, 5.8133894603822265, 30.772216796875, 202]
['130', 0.07958984375, 4.58991552381799, 7.998704840192999, 39.5966796875, 162]
['140', 0.150634765625, 5.485802146985603, 11.423841919885028, 68.539306640625, 107]
['150', 0.06884765625, 6.083781363833251, 12.655172065549866, 62.698486328125, 139]



CPU
['50', 0.092041015625, -0.66930048634675, 2.1825231035732733, 40.84765625, 47]
['60', 0.09326171875, -0.8020019117603691, 2.676203881665464, 81.571533203125, 79]
['70', 0.142578125, 1.475006079843658, 6.834538379603146, 55.448974609375, 85]
['80', 0.65625, 4.470757403996099, 9.98033544846394, 59.328857421875, 89]
['90', 0.0986328125, 7.364770713110602, 13.084530473983556, 70.065185546875, 111]
['100', 2.278076171875, 11.618804478877067, 13.502941938767787, 31.386962890625, 194]
['110', 0.2353515625, 11.654514883192023, 17.08272687895208, 46.31396484375, 261]
['120', 0.15283203125, 15.602715780963592, 20.753007597220723, 39.08056640625, 279]
['130', 0.106201171875, 16.451702350537506, 23.891967163542166, 63.3974609375, 268]
['140', 0.09375, 21.83819833852057, 29.612200383850812, 79.86767578125, 102]
['50', 0.093994140625, -0.45620111546567554, 2.9660799085475933, 39.748291015625, 87]
['60', 0.087646484375, -0.993759825450754, 3.163903158680025, 56.234619140625, 68]
['70', 0.2099609375, 2.7153219090986247, 5.166588660800226, 47.150146484375, 168]
['80', 0.2041015625, 5.283342106759832, 6.76262657299791, 17.87548828125, 216]
['90', 0.14111328125, 8.826449839101056, 10.79723116739245, 20.302734375, 237]
['100', 0.146484375, 11.590216327921999, 13.658928082355223, 21.31689453125, 208]
['110', 0.139892578125, 14.60803925394651, 17.690220103883163, 41.485595703125, 178]
['120', 0.619140625, 17.4557199264407, 20.78163451599187, 32.145263671875, 189]
['130', 0.25830078125, 20.384945907573915, 24.704777357442318, 50.643798828125, 149]
['140', 0.15576171875, 22.611501044967213, 27.63239519551106, 56.6484375, 170]



GPU - blocking read
['50', 0.073486328125, -0.05463567968351743, 0.5072436186195813, 10.9931640625, 33]
['60', 0.116943359375, 0.052884077554101294, 0.7369520628679767, 8.847412109375, 113]
['70', 0.073486328125, -0.35072644813698967, 0.940775071388738, 37.239990234375, 25]
['80', 0.074462890625, -0.13298513292969677, 0.803655770885491, 17.951416015625, 54]
['90', 0.11865234375, 0.0445967030820823, 1.1037607987910447, 16.927001953125, 124]
['100', 0.07568359375, -0.293805686935682, 2.0542351988300376, 18.6494140625, 77]
['110', 0.087646484375, 1.1617138038231305, 3.272657001153143, 32.99755859375, 161]
['120', 0.1162109375, 3.2461888131961802, 5.298127710124248, 27.23876953125, 205]
['130', 0.077880859375, 4.763090111956162, 7.335252463437195, 32.589599609375, 203]
['140', 0.089599609375, 6.38055316042934, 9.2582260291311, 23.49365234375, 274]
['150', 0.13232421875, 8.036095916306518, 12.103970072392283, 46.862548828125, 265]
['50', 0.07373046875, -0.089286505519074, 0.4555740265917513, 13.46826171875, 14]
['60', 0.071533203125, 0.07426476956043696, 0.3354861240771755, 6.0478515625, 24]
['70', 0.0732421875, -0.10682896593860669, 1.6819647676369085, 29.571533203125, 89]
['80', 0.078125, -0.16566351533806511, 1.111401371232171, 15.171875, 62]
['90', 0.073974609375, -0.09119258175477701, 0.9796751928936382, 17.249267578125, 64]
['100', 0.080810546875, -0.14134256476637852, 1.5130675194991459, 36.941162109375, 104]
['110', 0.080078125, 1.5174915379545624, 2.990439983648834, 15.306884765625, 226]
['120', 0.102294921875, 2.8509795137262115, 5.298216505098714, 44.257080078125, 216]
['130', 0.08154296875, 4.89799487539319, 7.329920763655261, 25.7822265625, 244]
['140', 0.07666015625, 6.222986482022801, 9.232832113444232, 38.183349609375, 246]
['150', 0.081787109375, 8.345177176415298, 11.695325289868418, 20.38720703125, 295]
